student_id,age,attendance_rate,previous_scores,final_grade,study_hours_week_log,sleep_hours_sqrt,gender_Female,gender_M,gender_Male,parental_education_Doctorate,parental_education_High_School,parental_education_Master,extracurricular_Yes,tutoring_Yes,internet_quality_Good,internet_quality_Poor,family_income_Low,family_income_Medium,health_status_Good,health_status_Poor,study_sleep_ratio,engagement
STD00805,0.6155114789433632,0.7237402198638906,0.5026811774479024,88.29,-0.5484335110174742,0.6034682731704482,0,0,0,0,1,0,1,0,1,0,0,0,1,0,-0.7108574586677168,-0.08729164809349026
STD02311,-0.6915565355654395,0.021408472993063952,-0.8502068598763557,93.84,-0.518781516297293,-0.5078175030501338,0,1,0,0,0,1,1,0,0,0,0,1,1,0,-0.3407085035030258,-0.4107991730421242
STD02267,-0.6915565355654395,-2.0917145931489833,0.2526674681503801,93.53,0.7657299544483636,-0.8968213206141132,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1.0697112069886276,-0.7763505939237713
STD01042,-1.5629352119046414,-0.9025526632965996,-1.459547631887201,89.72,-0.08541081243906933,-0.06883989331727858,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.08840363885590008,-0.5715067102393541
STD02119,1.486890155282565,1.1556918964740337,1.6910580294335305,100.0,0.4248581835759072,0.6708037122239068,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0.10530007522468994,1.0648929287641604
STD02283,1.051200817112964,0.919516879046905,1.4377973888464304,84.59,-3.9647449893318316,0.047294569107206565,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-3.643238349466572,-3.1777652903026437
STD02147,-0.6915565355654395,-0.7917161419601839,-0.19107980809197675,99.01,0.09944974629362895,-1.000793677210106,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0.45510051773853033,-0.37909158205803617
STD00411,-0.2558671973958386,2.4929811398881707,-1.4119259729733873,89.18,-0.02235959071491327,-1.630310175825767,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0.619831856300811,1.3884067263835076
STD02342,0.17982214077376235,-0.0780118129808348,-0.8123259948312763,99.88,-0.07185708624075829,0.12851842393947435,0,0,0,1,0,0,1,1,0,0,0,1,1,0,-0.1444678364053199,-0.10217459734432766
STD01657,0.17982214077376235,0.5735411956229547,0.5816898388276396,98.7,0.939615128192938,0.047294569107206565,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0.799733049062243,1.1588503504525867
STD00235,-1.1272458737350404,0.7527441693724854,0.14876566688387696,97.76,0.41893574878299444,-0.22125280358869395,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0.4342489171049841,0.8083521696910109
STD01105,-1.1272458737350404,0.03386056369517328,-0.9519440402831396,97.15,0.6619200269266676,0.759983642585426,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0.27643532638731194,0.559197938831273
STD01560,-0.2558671973958386,-0.29243386827651735,-0.2744177111911514,95.23,0.16175642239651747,0.7377522799090976,0,0,0,0,0,1,0,1,0,1,0,1,0,0,-0.14213513243889145,-0.041132971608137676
STD01789,-1.5629352119046414,0.021408472993063952,-0.18350363508296086,100.0,0.8652343776787172,-0.10874141869724517,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0.7991978703460028,0.7166759969186228
STD01617,-1.5629352119046414,1.124616236286254,-0.9075693126589043,100.0,0.020358058667270647,-0.021149801666446283,0,1,0,0,0,0,1,1,0,0,0,0,0,0,-0.008707033693001874,0.6571971096347615
STD01317,1.486890155282565,1.183659990643037,-2.341630632222618,64.32,-2.0109029181864244,-1.2566482031560033,0,1,0,0,1,0,1,0,1,0,1,0,1,0,-1.5962676013780905,-1.2750008859854187
STD02014,0.17982214077376235,0.021408472993063952,0.4810349688507148,81.47,0.1187096257769967,0.047294569107206565,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0.05605607984944274,0.10852682378139097
STD01581,-1.5629352119046414,-0.11530260520617083,0.2721490558878494,100.0,0.49307393061736815,-0.5244298101617865,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0.6314891712589598,0.32706220268162167
STD01200,0.6155114789433632,-0.5524335585142771,0.0006004120406911931,84.91,0.06391409295747522,-0.021149801666446283,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0.03099643532410993,-0.2664762178188105
STD00814,0.6155114789433632,-0.7419950856597354,-1.818874694600524,85.66,0.16175642239651747,-0.36766258818821707,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0.252363318594857,-0.3057444894205982
STD02034,-0.2558671973958386,-0.44884802455501016,1.6077201263343566,100.0,0.16175642239651747,-0.5911446266172538,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0.3422612262746724,-0.13319826928021453
STD01818,-0.2558671973958386,0.021408472993063952,0.4128494117695719,85.93,-1.0094653441388743,0.047294569107206565,0,0,0,0,0,0,1,0,1,0,1,0,1,0,-0.9659832899678997,-0.810530010383409
STD00440,-1.1272458737350404,-0.24582037799484693,0.038370003038217165,93.45,-0.16075738115373506,0.4751994166850323,0,0,0,0,0,0,1,0,1,0,1,0,0,0,-0.336610082879883,-0.2650718488113282
STD01193,0.17982214077376235,0.029717142336802692,-0.2744177111911514,100.0,0.16175642239651747,-0.04496885352656316,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0.12900378636811188,0.14848495935885592
STD00042,-0.6915565355654395,1.1028632741548086,-0.6770371910988504,99.17,4.146765648292834,0.04999879009031499,0,0,0,0,0,1,1,1,1,0,1,0,0,0,3.703296911399415,4.594394507533682
STD01721,-1.1272458737350404,-2.3755389561973748,0.9994616647533696,83.31,-1.3135932119501053,0.010528648042115132,0,1,0,0,0,0,1,0,1,0,0,1,0,0,-1.232484870478755,-2.003119369974111
STD00214,0.17982214077376235,-0.7274931109054379,-1.4216667668421223,77.5,0.2676325129858022,-0.5660764938803505,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0.433518086570883,-0.22140639792281472
STD01783,1.486890155282565,-1.7156991048768448,-1.0904797753051438,79.78,-0.45610805109543684,-0.8624012573279324,0,0,0,0,1,0,1,0,1,0,0,1,1,0,-0.15308059528543208,-1.2407676962847398
STD01214,-0.2558671973958386,0.8169672004272314,-1.9703981547808416,100.0,0.5129205581455112,0.6558739504786638,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.18610486456218672,0.9347471916015028
STD00830,1.486890155282565,-0.21992399450503022,0.4875288314298707,77.03,-0.9999227893533141,0.08932821727588186,0,0,0,0,1,0,0,0,1,0,1,0,0,1,-0.9686449878180408,-0.9078606418250145
STD02148,1.486890155282565,1.1391182110405513,0.34682847554814816,94.27,-0.637712047972416,-0.3758557256164344,0,1,0,1,0,0,0,0,1,0,0,1,0,0,-0.49739854215015317,0.03244620259292552
STD00463,1.486890155282565,-1.3790461195092274,0.20179887794698734,92.64,0.4556462090626178,0.047294569107206565,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0.3612945955340474,-0.4955346231155663
STD00606,-1.5629352119046414,-0.10080063045187342,1.303590895543863,96.73,0.16175642239651747,-0.28607639191935996,0,1,0,0,1,0,1,1,1,0,0,1,1,0,0.22047533111880996,0.07166226063911
STD02299,1.051200817112964,0.5248559946620994,-0.42485886094160896,82.27,-3.475287297185381,-1.1058605701582298,0,0,0,0,0,0,1,1,1,0,0,1,1,0,-3.112600761332263,-2.7642506832860048
STD02208,0.17982214077376235,-1.880400103872079,0.41717865348900945,89.26,0.047699516198832746,-0.10074940797023314,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0.04508246988044197,-1.0401401727299442
STD01840,0.6155114789433632,-0.01586049260527451,0.8154688916772718,89.82,-1.0513899262980098,-0.18093562324025364,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-0.942024810408531,-0.8606619674564889
STD00690,1.486890155282565,0.021408472993063952,0.42800175778760363,93.12,0.04044755218646455,0.43719907995776625,0,0,0,0,0,0,1,0,1,0,1,0,0,0,-0.14855871468050816,0.04477138202163403
STD02373,-0.2558671973958386,-1.4702013893933819,0.2959598853447562,92.41,0.6710108613103429,-0.037023409913226876,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0.5909377580147801,-0.41960613104592465
STD02345,2.358268831621767,0.978560633403688,-0.23112529399677526,80.28,0.16175642239651747,-1.4918977125700221,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0.7472549738098658,0.7069737849722538
STD01863,0.17982214077376235,-1.9539458329831585,1.0968696034407168,88.97,0.16175642239651747,0.047294569107206565,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0.09505315216788872,-1.0190981203896752
STD01205,-1.5629352119046414,-2.149722492166173,-1.3534812097609794,90.36,0.6488557901138938,0.43719907995776625,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0.38389006317451857,-0.8768829711470588
STD00029,0.6155114789433632,0.5020671771910593,0.0006004120406911931,91.35,-0.7314787875275586,1.2672663170355623,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-1.0350049288023018,-0.35773275832742774
STD00884,1.051200817112964,0.7486007480141156,-0.6986833996960389,91.51,0.16175642239651747,-1.3374313293103008,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0.6724631821484145,0.5716195062755568
STD01169,1.051200817112964,0.4098760519673124,0.010229931861872809,85.84,-1.709350406647493,-0.683583168214505,0,1,0,0,0,1,1,0,1,0,0,0,1,0,-1.4341077666279107,-1.2478167605190398
STD00715,-0.2558671973958386,0.1384819529940334,0.06651007421456151,99.34,1.1454599013639208,-0.6667145453175306,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1.3260269614494145,1.0290445779836732
STD02027,-0.2558671973958386,-1.2174526865327708,-1.828615488469259,88.01,0.16175642239651747,-4.797273199664024,0,1,0,0,0,0,1,0,1,0,0,1,1,0,3.234493949316653,-0.5855986061853902
STD00507,-1.5629352119046414,0.12087241222095785,-0.18133901422324247,84.29,-0.1147904021952004,-0.4912315020958522,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0.03828127752364584,-0.026772004721486494
STD00988,-0.6915565355654395,-0.8186483807895931,0.023217657020185408,78.52,-0.13863181795852692,-1.1058605701582298,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0.2609817274999179,-0.5623179363369732
STD00459,1.051200817112964,1.0707517586274355,2.158616135132795,92.31,0.16175642239651747,2.2366582109734146,0,0,0,0,0,1,0,0,1,0,1,0,0,0,-0.5721432166613373,0.761237437242551
STD01738,-0.2558671973958386,-0.8466164749585955,-0.5417483873664246,75.42,-0.33896947605293826,-1.7896968133175186,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0.35480857365024987,-0.717960220966918
STD00697,1.486890155282565,0.5497165228123229,0.268902124598271,87.32,0.09062908970532635,-0.6751454057366871,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0.30812717921929966,0.3916613502873782
STD01915,0.6155114789433632,-1.0196043166705706,-0.9064870022290443,87.36,0.5171460761309102,0.18315361311851083,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0.36413516298815984,-0.2283832938915379
STD00105,-0.6915565355654395,-0.10183648579146587,0.18664653192895558,83.07,0.10822889375618319,-1.1588154288767218,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0.5344832789994476,0.028316205295700423
STD01248,-0.2558671973958386,0.021408472993063952,-0.29389929892862066,93.06,0.16175642239651747,0.8264266047027763,0,0,0,0,0,0,1,0,1,0,0,1,1,0,-0.17059699810298828,0.14359448055188578
STD01731,-1.5629352119046414,1.3214287508088618,-0.2354545357162128,100.0,0.5753198664087495,-0.2617216108917539,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0.5964464147667781,1.3165399413231835
STD00742,-0.2558671973958386,1.2592774304333008,-0.46273972598668833,96.78,0.8826642652232353,0.8043205688116049,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0.4478085612863334,1.5770805401412473
STD01159,0.17982214077376235,-0.18884833431725043,1.5752508134385748,100.0,0.027688383984459424,0.8705149863794446,0,1,0,1,0,0,0,0,0,0,1,0,1,0,-0.2976520208450061,-0.08566518355411455
STD00140,1.051200817112964,0.03386056369517328,1.356624106606975,88.83,0.03316728775503892,-0.07680851844077702,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0.023042262893306496,0.04595887785875647
STD01382,-0.2558671973958386,0.22135038016144662,0.10006169754020336,96.2,-0.622100530987244,0.047294569107206565,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.6150606936684733,-0.39793415685368266
STD00662,-0.6915565355654395,0.10429872678747475,-0.009251655875596477,93.41,-0.8623495158423549,0.018434006268366915,0,1,0,0,1,0,0,1,0,0,0,1,1,0,-0.8245696070935709,-0.65308069543068
STD02088,0.17982214077376235,-1.5406395524856833,-1.4216667668421223,90.5,-0.3613654880358191,-0.3186359626031999,0,1,0,0,0,1,0,1,1,0,0,1,0,0,-0.2569377482499498,-1.0943020114370228
STD02325,0.17982214077376235,-0.47578026338441937,-0.32420399096468416,91.09,-0.4490101399599854,0.047294569107206565,0,1,0,0,0,0,1,0,0,0,0,1,0,0,-0.45825417084681525,-0.606589429341383
STD01867,0.6155114789433632,-0.5047842128930142,0.0006004120406911931,81.76,-0.7619489813163066,0.047294569107206565,0,0,0,0,1,0,0,0,0,0,0,1,1,0,-0.7417525861990315,-0.8545601567912777
STD00763,-0.2558671973958386,-0.10080063045187342,0.16716494419148628,84.68,-0.6773221430179833,0.39143108165433704,0,0,0,0,1,0,0,0,0,1,0,1,1,0,-0.764006456287905,-0.5983721710037168
STD00056,-1.1272458737350404,-0.24167695663647634,-0.4216119296520306,86.9,0.16175642239651747,-0.8024461961294405,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0.4308687397918117,-0.011257477661569414
STD00775,1.486890155282565,0.23688821025533652,1.5092298772171509,100.0,0.6171232253056843,0.3608164860790195,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0.3849747632086022,0.6543161772642161
STD02205,0.17982214077376235,0.11465728018340159,-1.4790292196246704,98.19,0.6264344444573783,1.6927823557334427,0,1,0,0,0,0,1,1,0,0,0,1,1,0,-0.06125048582742402,0.5827361275449413
STD01637,-1.1272458737350404,0.31664907140397236,0.3089476105030688,84.24,0.1736336410056465,-0.9054447075900192,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0.4871708066541654,0.3275107111010172
STD00590,-1.1272458737350404,0.3352944675166404,-0.7647043359174627,85.85,-0.5409762110423998,1.1460200564203598,0,0,0,0,0,0,1,0,1,0,1,0,0,0,-0.8489695006645666,-0.273193811678297
STD02485,-1.5629352119046414,1.897364319622386,-0.766868956777181,72.77,-2.230634873387663,-0.3758557256164344,0,1,0,0,1,0,1,0,1,0,0,1,1,0,-1.9977162726148103,-1.2925749844490968
STD01209,-0.6915565355654395,0.49481618981391134,0.7570241284648631,100.0,0.9485680686774025,-1.2835011462859958,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1.4569097190282492,1.112295181144913
STD02391,-0.6915565355654395,-1.0361780021040536,0.17041187548106462,89.58,-0.3658771356832791,0.047294569107206565,0,1,0,0,0,0,0,0,1,0,1,0,0,0,-0.38294209110060057,-0.8351980548654301
STD00243,1.486890155282565,0.7599951567496349,1.3165786207021766,97.3,1.1514778594630064,-1.770802294446204,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1.9610606699355075,1.4809215679507013
STD00424,1.486890155282565,1.4136198760326093,0.1585064607526112,98.05,-0.1934158150395804,-0.25361563700471595,0,1,0,0,0,1,0,0,1,0,1,0,1,0,-0.12281142277439407,0.6085514210845709
STD00619,0.17982214077376235,0.10429872678747475,-0.7960913383833853,69.16,-1.2149017091351322,-0.9486728169818525,0,0,0,0,0,0,1,0,0,1,1,0,1,0,-0.875856134275044,-0.9441348688398485
STD00334,1.486890155282565,-0.8414371982606317,-1.1575830219564267,88.27,-0.523690901743622,0.3531499174228933,0,1,0,0,0,1,1,0,1,0,0,1,1,0,-0.6178560099434742,-0.8447315601302373
STD01475,0.6155114789433632,1.2095563741328537,-2.1511439965673618,75.98,-2.4519016418330057,-1.0182278859217198,0,1,0,1,0,0,1,0,1,0,1,0,1,0,-2.094269041883647,-1.6954753407473202
STD01197,0.6155114789433632,0.36429841702523524,-0.5936992879996759,100.0,0.9317459042617684,-0.31048675653630264,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.9507733760649544,1.0074757996008559
STD00380,-0.6915565355654395,0.1768086005589619,0.919370692943774,93.31,0.16175642239651747,1.0741291408575593,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-0.24789488384615965,0.23506292140809454
STD01750,-0.6915565355654395,-2.741195891073587,-0.8837584832019967,91.55,-0.3931785798965124,0.8924977914143548,0,1,0,0,1,0,0,1,0,0,0,1,1,0,-0.6586521914217894,-1.7325227898291693
STD00723,-0.6915565355654395,0.6533020567715898,0.4496479663847913,88.95,0.1446567115418096,-0.2942069853808414,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0.2076481996511478,0.5001727517708145
STD00885,-0.6915565355654395,-1.145978668100877,-2.0559006787397345,75.5,0.16175642239651747,-0.7768589977861714,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0.41994483505644925,-0.5435290330769577
STD00721,-1.1272458737350404,1.8217468798321208,-0.7387288856008367,100.0,0.9894255285915228,0.026333687394953106,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0.8539408435076369,2.0738842622155267
STD01300,-0.2558671973958386,1.446767246899574,0.1844819110692372,81.06,-1.0546542585271852,0.047294569107206565,0,1,0,0,1,0,1,0,0,0,1,0,1,0,-1.006920955503595,-0.23685499162455775
STD01858,0.6155114789433632,-0.4074138109713036,0.012394552721591191,85.85,0.16175642239651747,2.111110729129977,0,1,0,0,0,0,1,0,1,0,0,1,0,0,-0.5398868265465099,-0.10881011095648561
STD01735,0.17982214077376235,0.9547359605930562,-1.8589201805053226,90.18,-0.30150263888933027,0.9363417621211403,0,0,0,0,1,0,1,1,1,0,1,0,1,0,-0.5938181443174457,0.2585843505643234
STD00974,-1.1272458737350404,1.8486791186615292,-1.305859550847166,94.51,-1.2291972993401121,1.1960911830666487,0,0,0,0,0,1,1,0,0,0,0,0,1,0,-1.426609786482343,-0.24893268693501822
STD02039,1.051200817112964,0.42127046070283175,-1.2950364465485718,93.99,0.3026825948999056,-1.7143498665693182,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1.011099239216474,0.501182966358602
STD00057,0.17982214077376235,0.27417900248067256,0.789493441360645,87.65,-0.11084628784454349,0.14415585457577568,0,0,0,0,0,0,1,0,1,0,1,0,1,0,-0.1848052211885644,0.06122171570210746
STD00959,-1.5629352119046414,0.021408472993063952,1.697551892012687,94.18,0.16685592095123952,1.5756452415405264,0,1,0,0,1,0,0,0,1,0,0,0,1,0,-0.39104417657195545,0.14774873775711353
STD01535,1.486890155282565,-0.567971388608167,-0.21056139582944602,88.64,0.7309282583550528,2.177337662918066,0,1,0,0,0,0,1,0,0,1,0,1,0,0,-0.12443962735072095,0.2161504160283804
STD01876,1.051200817112964,1.0075645829122828,-1.4498068380184668,94.06,0.06391409295747522,0.047294569107206565,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0.006415560138350927,0.631624316469982
STD00559,-1.1272458737350404,0.19856156269040803,0.07841548894301492,81.77,-0.5760348474762674,0.45241436935114,0,0,0,0,1,0,1,0,1,0,0,1,1,0,-0.6923934772248315,-0.37039133586846473
STD01633,-0.6915565355654395,-0.4281309177631565,0.0006004120406911931,79.54,-0.28629118856630487,-1.16766901798148,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0.1371224076776822,-0.45945998042623476
STD01257,0.6155114789433632,-0.3473342012749289,-2.7702255624469427,93.3,0.41893574878299444,0.047294569107206565,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0.3280377544496469,0.12356456647571061
STD00484,-1.1272458737350404,1.0748951799858055,0.0006004120406911931,98.03,0.5227652532496503,0.6034682731704482,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.21321736658165463,1.107885761964632
STD00803,0.6155114789433632,-0.5980111934563543,0.2461736055712234,100.0,0.6929059084071935,-0.38405519713131536,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.7594851063323208,0.1683449473770797
STD00786,-0.6915565355654395,0.15816320444629386,-1.2073693017299596,97.21,0.18207130981240707,0.8190625271861303,0,1,0,0,0,1,0,1,1,0,1,0,1,0,-0.1510433681431351,0.24100367393865196
STD01227,-0.2558671973958386,1.3162494741108985,-0.7473873690397117,92.03,-0.029889632796837658,-0.7004794673328487,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0.20148671395599618,0.7169140595546124
STD00003,-0.2558671973958386,0.691628704336519,-0.3696610290187787,91.7,0.24823304466271306,-0.06087708258875143,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0.21402817769892554,0.6161707129734615
STD00893,-0.6915565355654395,-0.7606404817724034,0.0006004120406911931,97.21,0.16175642239651747,0.7006059968475516,0,0,0,0,0,0,1,0,1,0,0,1,1,0,-0.1300845033833231,-0.3167191606662763
STD01761,-0.2558671973958386,1.3286797381860096,0.9312761076722275,85.45,-1.0612001087271066,0.7154786655580548,0,1,0,0,1,0,1,0,1,0,0,1,1,0,-1.1798568025182268,-0.2938925714957621
STD01831,-0.6915565355654395,0.35911914032727144,-0.6001931505788325,73.37,-3.0782312134449326,-0.3186359626031999,0,0,0,0,0,0,1,0,1,0,1,0,1,0,-2.802202499251761,-2.441241304204658
STD00834,1.486890155282565,0.021408472993063952,1.559016156990683,97.21,0.16175642239651747,0.6484018826167119,0,0,0,0,0,0,0,1,1,0,1,0,1,0,-0.11301951642643207,0.14359448055188578
STD01328,-1.5629352119046414,0.021408472993063952,1.0611533592553566,100.0,0.19047098808616622,2.289164986720642,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-0.5638149563014495,0.16698652393245622
STD01504,-1.1272458737350404,-1.787173123308739,-0.2928169884987615,92.78,-0.005527307566894366,0.047294569107206565,0,1,0,0,0,0,0,1,1,0,0,0,1,0,-0.056492984301748685,-1.0173432252071983
STD00810,1.051200817112964,0.12087241222095785,0.11088480183879758,100.0,1.1150754285277518,0.5281891211000264,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0.7545986378361587,0.9912462272609195
STD00730,-0.6915565355654395,0.07840234329765802,0.3392523025391323,82.66,0.16175642239651747,1.0235493566594795,0,1,0,0,1,0,1,0,1,0,0,1,1,0,-0.23236887442478654,0.17714104538923872
STD01261,1.486890155282565,-2.298885661067517,1.0460010132373248,86.46,0.16175642239651747,0.9654816890082993,0,1,0,0,1,0,1,0,0,0,0,1,1,0,-0.21438308936672024,-1.22212953843472
STD01799,-0.2558671973958386,-0.06868911492450043,-1.2441678563451797,75.5,-4.213856534289199,0.047294569107206565,0,1,0,0,1,0,1,0,1,0,0,1,1,0,-3.8689141650197563,-3.42203699523433
STD00290,0.6155114789433632,1.1391182110405513,0.6509577063386416,99.69,-0.1587350878467791,0.6782614245118012,0,1,0,0,0,1,1,0,1,0,0,1,1,0,-0.3975080552222904,0.4931879048450387
STD01386,-0.6915565355654395,-0.9740266817284935,1.2884385495258313,79.59,-2.3907300831323326,0.22977187081693018,0,0,0,0,0,0,1,1,0,0,1,0,1,0,-2.2453764820604483,-2.186853123071455
STD01962,1.051200817112964,0.7641385781080047,-0.5915346671399574,89.71,-0.07959001085886722,-1.274541911674797,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0.39445833577848666,0.3605328113681252
STD01218,1.051200817112964,0.8780826654631992,0.0006004120406911931,89.34,-0.4395880724927732,1.0163062670702074,0,1,0,0,1,0,0,0,0,1,0,0,1,0,-0.7311263510433182,0.09006728321527245
STD02490,-1.5629352119046414,-0.26446577410751493,-0.6802841223884288,89.04,0.14293808830374177,0.26847285720146347,0,1,0,0,1,0,0,0,1,0,1,0,1,0,-0.0007939147595182196,-0.039292221159541924
STD00060,-1.1272458737350404,0.021408472993063952,1.5027360146379942,100.0,0.16175642239651747,-0.6582905700471197,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0.370027383669201,0.14359448055188578
